Experiment,Egg_ID,pX,pY,tX,tY
1000,0,0.5213857379750627,0.6038418470063296,0.5704458733030409,0.36436198768389183
1000,1,0.47094179732225394,0.20324794254467882,0.8355910886511214,0.86750973522336
1000,2,0.5287590256200526,0.19103628008078877,0.3125843423081949,0.5678565260834781
1000,3,0.2815455986418517,0.753681552191594,0.17432331513437538,0.8127338312982464
1000,4,0.5516717767312141,0.8637220757083885,0.25398730447180595,0.4736245570717432
1000,5,0.8053722209059218,0.24837266320613882,0.28139402157113014,0.4371524782651759
1000,6,0.18985741208154028,0.9839955818921721,0.8872929211433794,0.668606232140396
1000,7,0.669997165946232,0.2803828299787884,0.8878000073191344,0.8192766932763716
1000,8,0.20391323427420127,0.6250646854524542,0.25138311939847424,0.13698466043150437
1000,9,0.6526043158620559,0.8988075287484649,0.35661319083106846,0.25714905166394275
1000,10,0.974763780707167,0.15393236950220446,0.13714667928910795,0.2296956649584707
1000,11,0.6990892753701047,0.44724144689102074,0.07618910920389932,0.5464213489056388
1000,12,0.01751320910460452,0.29102490559414307,0.7155412131311369,0.30978993000219757
1000,13,0.3812366109308799,0.3210279121387014,0.30891927422256504,0.024813241180962065
1000,14,0.9425446680115734,0.7026669725351259,0.7267779467430917,0.11217291446155608
1000,15,0.1364503186469025,0.3432090734659071,0.6098239547022368,0.7227507770899215
1000,16,0.8119946025956372,0.1484940005253066,0.0736225649742589,0.49905004919431517
1000,17,0.05932569150816602,0.31441663418966115,0.9037771898680814,0.7941076771890719
1000,18,0.4201564531486972,0.8080177080661693,0.5588558820863198,0.4583831716686867
1000,19,0.009507586149987812,0.45408378825522866,0.4276880957705881,0.7728190059066151
1000,20,0.5586869855327257,0.002888633811329533,0.6177090086793764,0.7508931988870431
1000,21,0.2977575692859733,0.05379910883697381,0.7280445430549339,0.5229599796608715
1000,22,0.5676687538421876,0.9405581496364512,0.5221552337429212,0.038330705071372706
1000,23,0.7242737167653064,0.85637808998257,0.007827060167329147,0.1273904851357912
1000,24,0.5443156497493541,0.37965068970017857,0.9559451318531338,0.7663258423916601
1000,25,0.6044247282655253,0.7346039924282802,0.5188401896022374,0.7831705063592307
1000,26,0.9884081234082996,0.892240908774465,0.4169666530596168,0.24581199990978508
1000,27,0.5196417809777079,0.20820683854727529,0.9235096017120512,0.3046130862679671
1000,28,0.2989405121930696,0.8355254093543386,0.8007769843213423,0.13833105521134248
1000,29,0.18450649293163557,0.18375199251705476,0.9146396139666297,0.3856650720579695
1000,30,0.23502814077227874,0.6581885823038478,0.8080941505106555,0.591058285110838
1000,31,0.5167310218031672,0.8238572345764841,0.8094384223290731,0.9654777065842705
1000,32,0.18965801180804032,0.9804795529847606,0.3540244957170433,0.7051009108149227
1000,33,0.3928450414308664,0.4534532840537987,0.4016969720369431,0.8769301357401669
1000,34,0.27428462096838424,0.32276649742910524,0.9368030372522481,0.6448826051760072
1000,35,0.6274170454901565,0.4313652482907151,0.9691132691645593,0.49181921892438785
1000,36,0.07660225369772666,0.09861362276386954,0.03944605392138434,0.5215737098420427
1000,37,0.06647744279928314,0.7077515031149306,0.29086217988630747,0.22098475677922147
1000,38,0.908492039582783,0.40254213368354597,0.007041769623351901,0.4809744463291361
1000,39,0.5030642085647343,0.2418855864675593,0.9435934843402695,0.4059485595853146
1000,40,0.6987429937211708,0.8856936506916816,0.4945534849438227,0.16145770507811685
1000,41,0.9354232100742654,0.19316748797252337,0.3107686969826413,0.7921865605668766
1000,42,0.9590955489453454,0.6749936438453978,0.3096850745314451,0.9998492790987473
1000,43,0.7407001850364473,0.434063633716972,0.6519145387617845,0.7750233733183626
1000,44,0.6199962558361036,0.529648912054982,0.9040485409610541,0.5931411202739875
1000,45,0.659872630648908,0.7979731313912534,0.5163180237533942,0.9621300128171778
1000,46,0.1322604894351952,0.8662911291084453,0.8032841434473802,0.27060947415003134
1000,47,0.7072485498912005,0.3475681552886646,0.05885957277840059,0.9393992974468083
1000,48,0.4149518121876341,0.27558003785811425,0.9604767799662237,0.39814720623183253
1000,49,0.46345484353211963,0.4404498352449824,0.06534784156812656,0.9179744936112989
1000,50,0.10794388216335582,0.5669840762960882,0.8269790887127937,0.7256398810532163
1000,51,0.21903772000629906,0.38334926323730867,0.28470250228503236,0.509008740418897
1000,52,0.801468446415753,0.9079503656181568,0.9873081867039069,0.5310692011548005
1000,53,0.33521469949345006,0.15266462639117018,0.6997988460901654,0.7186346308617675
1000,54,0.6571044270060105,0.25120889987399275,0.9073460911191598,0.6964682418021044
1000,55,0.8856003823972155,0.1724214510265365,0.059136969551111696,0.19590146557355148
1000,56,0.40997060436414057,0.4718062410264465,0.17454874818141852,0.4357403017594529
1000,57,0.1348134101332824,0.5475008526195583,0.194600611666073,0.24958763668500372
1000,58,0.20436349995029524,0.7780422778404025,0.21907373411078312,0.5114122015251941
1000,59,0.5464689909464726,0.6353266302775044,0.17776029814871053,0.08596633396656483
1000,60,0.06913432963971267,0.9561320219245817,0.16255100127079192,0.20204751975623159
1000,61,0.199429237951247,0.2835088652286557,0.14189603193426548,0.6300981984027368
1000,62,0.3628622290316542,0.4430202106050787,0.5578334401866376,0.17271769942631765
1000,63,0.42059962460491607,0.0491650688963271,0.9841562457621484,0.8552090003116611
1000,64,0.4367624727025651,0.17128328169110885,0.8043024453926624,0.7995898126600319
1000,65,0.36089498796242003,0.6796249581769924,0.43096568970169724,0.3285636490420005
1000,66,0.6831573755440192,0.07902451357882101,0.24904132391648093,0.1497370695505068
1000,67,0.0852532444662456,0.5605097587889222,0.2725647789948443,0.16073374503560356
1000,68,0.12229893063219277,0.7710289733524976,0.9116313750419227,0.8551137524284158
1000,69,0.5031339678424274,0.5900257640311124,0.9526141993147671,0.27489509523315947
1000,70,0.6791475204846237,0.664249361522212,0.3902033063909013,0.05061463447027503
1000,71,0.7524690926022803,0.5833154907769438,0.6300363574923264,0.76325311523943
1000,72,0.4695706953090436,0.6220396607099883,0.20437611584384074,0.9328242632497625
1000,73,0.5870864444429019,0.12849662716458166,0.204008942517783,0.628478712853065
1000,74,0.8128719264108901,0.910626853067677,0.27769553087360355,0.5415065497394976
1000,75,0.383191987172398,0.5302675783042549,0.9085198199260069,0.48290290948771963
1000,76,0.6698593402147363,0.3762522349731179,0.052939836276953534,0.7690245505162494
1000,77,0.3727541139840933,0.8815135658569732,0.14327839392863462,0.6033974290215647
1000,78,0.6735437037855273,0.14824987599649286,0.2542105779662722,0.980400984324697
1000,79,0.5904466122684152,0.559342885108253,0.9050958485805268,0.1485199870471352
1000,80,0.5578259687986639,0.8019425462459494,0.2556605524074539,0.2422311134155427
1000,81,0.19678587970995576,0.9677151764648408,0.0895602101449593,0.7264885816685952
1000,82,0.06908386128849087,0.6637256923961905,0.49791102496217454,0.1635802785627366
1000,83,0.37511912386841206,0.4116004485556236,0.578755762310019,0.37545160744527395
1000,84,0.674834161084158,0.8705937045392624,0.5683861746458466,0.4260040283479737
1000,85,0.7110646243239135,0.2166026261842715,0.44269466164733073,0.2821324495478804
1000,86,0.26834409650242885,0.35162802427465756,0.8001963522398076,0.2312850505445846
1000,87,0.866381723553756,0.5006341953590157,0.8585930606734157,0.4828056170701045
1000,88,0.7078104353505493,0.3076700911914664,0.9942919791154847,0.10303178257945655
1000,89,0.14262783498704945,0.2898657654236073,0.43777483299228714,0.6152000230547454
1000,90,0.1904835268737184,0.905075098973956,0.11101223124827031,0.9843327353613062
1000,91,0.5632787853943745,0.6117005902125847,0.8518228091544124,0.10232675717115369
1000,92,0.5440983271058021,0.3602251879196178,0.49321632468011545,0.32690038075932526
1000,93,0.920661185520118,0.41071467794910366,0.9070009800445755,0.44016645364992224
1000,94,0.7347616410878752,0.6741459794705988,0.2078048658937034,0.7205256850020786
1000,95,0.09878050027245322,0.2136893007199293,0.18757964636049052,0.8379539613374775
1000,96,0.6604303389270132,0.4577340419401681,0.5566682101950851,0.3057270758034901
1000,97,0.18150175729153661,0.9155562563767196,0.9821657025253916,0.19639700119623982
1000,98,0.1525636249070338,0.21124045958996895,0.21034738508044604,0.9866046335544214
1000,99,0.4677544550298979,0.7330201520435458,0.5007654923110193,0.6384867926786562
1000,100,0.01022172144268807,0.22364796571755663,0.5264893802083739,0.7001137208107088
1000,101,0.27555198093363475,0.7817027280378716,0.8499321411922313,0.19342952201081087
1000,102,0.9425944220059536,0.8233840792601502,0.3376661983604615,0.017339523710786064
1000,103,0.46755452316270796,0.27559428297684774,0.9904032370761212,0.8738944660537221
1000,104,0.3248314181428136,0.6210146986891505,0.5814591841888014,0.393215205815861
1000,105,0.5099477065040474,0.7426683681460846,0.7373916085734278,0.0003539725038964603
1000,106,0.4055137639907114,0.12776997155833547,0.6009757654408653,0.1914770609093217
1000,107,0.9808654406938512,0.7883875884690332,0.09448081611367076,0.10807793589857762
1000,108,0.6173557228362281,0.6776184615446622,0.6026255077304338,0.3296487650719464
1000,109,0.9154262123186405,0.10465876896412663,0.03695442089105716,0.3649274971936557
1000,110,0.042952999359159416,0.5832303794801006,0.7669117029904664,0.013692190451436548
1000,111,0.7934380307363174,0.15661366020259793,0.8208873068077802,0.8298098851589905
1000,112,0.7517505096657727,0.012068965700046896,0.8014174332716641,0.56676865167007
1000,113,0.35451971523544956,0.19826628544957736,0.21738306708683508,0.9025771285681858
1000,114,0.8784253173446672,0.6649633886397793,0.9117028666381409,0.640389023434131
1000,115,0.7913694815097831,0.6894261213760352,0.4047553708522965,0.3613819838793264
1000,116,0.584729558716482,0.5640085366944387,0.663625799299223,0.006529287095673797
1000,117,0.518139760942854,0.6892704144535182,0.5679535226576986,0.7716564113956033
1000,118,0.9643599651040986,0.5510870468977153,0.44630341878923163,0.36839337842959463
1000,119,0.5799511067925429,0.039912205919023336,0.38081225424568044,0.2003067906828515
1000,120,0.46530942036012113,0.9925898508222029,0.806386426110522,0.3527231047098346
1000,121,0.24351977947335968,0.42471926558446305,0.8510914200200397,0.4713292063128838
1000,122,0.7953520428077093,0.046139412717634776,0.9469343373827435,0.11714549231765958
1000,123,0.14474269144264573,0.4639031629255591,0.0917263791590931,0.45114628035249726
1000,124,0.03768464381039416,0.6827941104427688,0.13006232883277702,0.01792143888820774
1000,125,0.8672692239344574,0.9838519154588554,0.7905206512453887,0.9784948327040043
1000,126,0.6149423531699374,0.2474991934956149,0.6792370298998184,0.14351400854948337
1000,127,0.532529115953761,0.13086057519518346,0.7619496195426636,0.882148847431956
1000,128,0.7768290167460172,0.6181501803020496,0.6725450405959299,0.6614672671738165
1000,129,0.4589491880322156,0.9809463346960712,0.215988507992249,0.2095939385237272
1000,130,0.163642484438843,0.2541976966849201,0.7636418263444028,0.043982379027191154
1000,131,0.11886679409711742,0.6461350313333689,0.32378071378622364,0.792827683560803
1000,132,0.19743465503096236,0.12719663972860318,0.16999846981436062,0.38214895411259675
1000,133,0.8340435549309251,0.03309266848365844,0.31077582564891026,0.04386588408380332
1000,134,0.5300359360609906,0.7615771158148973,0.7454488417289072,0.8649771199888557
1000,135,0.6417417288632006,0.7449878294133678,0.9195628093397661,0.9051110722986241
1000,136,0.06062978266361896,0.6334527045030072,0.8475995439994973,0.6937363422659819
1000,137,0.3721012423381448,0.09039984128358192,0.27333487461093464,0.12020712892143459
1000,138,0.16522971736774206,0.2704661485106451,0.06483254825847118,0.5663966837428333
1000,139,0.3980389720722043,0.20028833394542134,0.9289273842217177,0.9418716068778439
1000,140,0.052525044695229006,0.8022727880069703,0.9865126683019747,0.172479490710148
1000,141,0.3396005609941619,0.6281414875665227,0.8601772874283972,0.324857284527146
1000,142,0.9062135769911461,0.87546039918584,0.5543907673904098,0.6339292791810195
1000,143,0.3540401628647104,0.7626085929264935,0.11573060055289264,0.1737238107201331
1000,144,0.07080404868229295,0.3790970178262555,0.6308765651499749,0.3805950939683912
1000,145,0.8064322892978254,0.017278894613230067,0.549041407103434,0.483304776997978
1000,146,0.03903735275961728,0.1974347917430247,0.08395642604184306,0.23361559552947098
1000,147,0.5191130586810166,0.21001241528516512,0.31466977147319897,0.2608847892867059
1000,148,0.5827316254203344,0.519135720204421,0.6534249926561009,0.4097722533825293
1000,149,0.8892595353237827,0.045517208195674064,0.9283665005794336,0.28368810981500736
1000,150,0.823107059409592,0.7868949736909341,0.04092455275385476,0.16360775931758875
1000,151,0.9992720153878006,0.9749037801026642,0.3498702496449133,0.4182777404913104
1000,152,0.12790581525638944,0.6879241287795684,0.7116554598379847,0.8060414351513081
1000,153,0.022161704665368376,0.03328345420351064,0.08620999984148248,0.09056295254065305
1000,154,0.940652043889442,0.04682271470636479,0.05150793381325347,0.17053313918238477
1000,155,0.08829752852144945,0.2305952448542813,0.20955036659521542,0.18892278197807588
1000,156,0.5510926209376088,0.24331601412964887,0.6095934842894623,0.5736988113590509
1000,157,0.903772419709247,0.677570287467507,0.944826934515095,0.4161585693285563
1000,158,0.9517229113896426,0.19704414197100817,0.5342092353878932,0.7657726473545725
1000,159,0.2778198575681614,0.2412728839181939,0.3160876061293707,0.556572812608676
1000,160,0.7688053692867268,0.045699881534446596,0.8513251155937626,0.0876092881936088
1000,161,0.7842954304970685,0.897244201733125,0.365765687139439,0.7282646934798999
