Experiment,Egg_ID,pX,pY,tX,tY
1000,0,0.5213857379750627,0.6038418470063296,0.5586869855327257,0.002888633811329533
1000,1,0.47094179732225394,0.20324794254467882,0.2977575692859733,0.05379910883697381
1000,2,0.5287590256200526,0.19103628008078877,0.5676687538421876,0.9405581496364512
1000,3,0.2815455986418517,0.753681552191594,0.7242737167653064,0.85637808998257
1000,4,0.5516717767312141,0.8637220757083885,0.5443156497493541,0.37965068970017857
1000,5,0.8053722209059218,0.24837266320613882,0.6044247282655253,0.7346039924282802
1000,6,0.18985741208154028,0.9839955818921721,0.9884081234082996,0.892240908774465
1000,7,0.669997165946232,0.2803828299787884,0.5196417809777079,0.20820683854727529
1000,8,0.20391323427420127,0.6250646854524542,0.2989405121930696,0.8355254093543386
1000,9,0.6526043158620559,0.8988075287484649,0.18450649293163557,0.18375199251705476
1000,10,0.974763780707167,0.15393236950220446,0.23502814077227874,0.6581885823038478
1000,11,0.6990892753701047,0.44724144689102074,0.5167310218031672,0.8238572345764841
1000,12,0.01751320910460452,0.29102490559414307,0.18965801180804032,0.9804795529847606
1000,13,0.3812366109308799,0.3210279121387014,0.3928450414308664,0.4534532840537987
1000,14,0.9425446680115734,0.7026669725351259,0.27428462096838424,0.32276649742910524
1000,15,0.1364503186469025,0.3432090734659071,0.6274170454901565,0.4313652482907151
1000,16,0.8119946025956372,0.1484940005253066,0.07660225369772666,0.09861362276386954
1000,17,0.05932569150816602,0.31441663418966115,0.06647744279928314,0.7077515031149306
1000,18,0.4201564531486972,0.8080177080661693,0.908492039582783,0.40254213368354597
1000,19,0.009507586149987812,0.45408378825522866,0.5030642085647343,0.2418855864675593
1001,0,0.6125949285699509,0.01570046782033152,0.2044187081308222,0.826803773164163
1001,1,0.18768957688192967,0.8578900645411249,0.23044226582940275,0.43552406154472567
1001,2,0.07619863426781426,0.20109024444542412,0.5114037003560723,0.8032786424294969
1001,3,0.6301009993730667,0.09856213352097432,0.3935845747790999,0.7857655244835874
1001,4,0.1522044045102997,0.180245007412709,0.6917367012675112,0.4043781387971913
1001,5,0.13192838801799178,0.9841169795989557,0.6242038375300464,0.10034771087683336
1001,6,0.7651532111809396,0.2534679147405474,0.4344177249700094,0.10437804940543571
1001,7,0.4906209837894989,0.21108273486122675,0.15733829849041436,0.650495170086758
1001,8,0.3604854515944512,0.9131252947846392,0.6762657365095792,0.4013454687239315
1001,9,0.06276670152685293,0.2011858196116283,0.9754416052076775,0.7447988019779326
1001,10,0.2660570346469303,0.9563312073493949,0.02436098944219789,0.11241531548687855
1001,11,0.7839076765806643,0.1085241545087855,0.2571725081824293,0.535917726221354
1001,12,0.889240093217637,0.3800383284878941,0.35987131300482555,0.554341882901088
1001,13,0.32904133295635696,0.07095148520665628,0.5261471020753079,0.9254834718487935
1001,14,0.3706500693485787,0.9777868389525866,0.659101717142865,0.8194454357498154
1001,15,0.3895536659815877,0.37760977059711276,0.31232334243625404,0.559880691951684
1001,16,0.38886987310444376,0.0453381399015137,0.963412180982213,0.72463150979173
1001,17,0.3581946596047768,0.12433834170278402,0.1904024494187928,0.5107303925081138
1001,18,0.08695737311910012,0.27107241401295,0.12695698073514305,0.381896389736026
1001,19,0.4001057969810665,0.7180665418956322,0.6632070778577875,0.26215684338897693
1002,0,0.3808211594831159,0.35718933767094696,0.5635877797558896,0.46729895740854976
1002,1,0.7476123170681911,0.38949191910491154,0.86779492174394,0.6764411887888996
1002,2,0.3371311867995367,0.554894529529624,0.46256303919424946,0.41133496087065746
1002,3,0.1872184016645808,0.11965237903687864,0.14598555189498275,0.7092284191841179
1002,4,0.8403498245850005,0.40270005746530324,0.2602550080407966,0.017962368295583064
1002,5,0.9288514529982621,0.3479132017067148,0.14273570037339678,0.6364741504733906
1002,6,0.36595373947252063,0.9897526888083057,0.4290485449384448,0.3510652179186424
1002,7,0.28307656046435514,0.03207083178596193,0.6232236807530878,0.05795516522436572
1002,8,0.0028255507531961266,0.8171100875574389,0.20487602798660998,0.13662578543660375
1002,9,0.14411522325918635,0.15440066569393596,0.046938726537860354,0.32352173079131685
1002,10,0.25225644753311605,0.7573756147468383,0.6512142686825912,0.9623444026870311
1002,11,0.33271179123569905,0.02183802841296134,0.981563113776871,0.0022079308501056216
1002,12,0.07495821112674872,0.594441641667337,0.838875071880551,0.9549883415872084
1002,13,0.023759081139567484,0.23601048063936914,0.32258660527593497,0.7807055670244705
1002,14,0.13373561524660516,0.21151381579085782,0.523207992827108,0.25657648260364774
1002,15,0.7156522756595861,0.9268454473582323,0.7090569147040905,0.7911704767769256
1002,16,0.24671079787453132,0.40486626681230564,0.4582236152230258,0.3130783145543461
1002,17,0.6045613922813895,0.13437633317724185,0.40505320738678396,0.837093235750547
1002,18,0.30166136160577506,0.7474521926915116,0.4797562047633346,0.4451878677148706
1002,19,0.41267355320606336,0.3473553520385829,0.7292424856603523,0.6896631034808995
1003,0,0.18775736826863343,0.2567058102188221,0.3083558937605674,0.30706321668237446
1003,1,0.4946793271888513,0.6607915574841853,0.32961420369537286,0.5917289903828614
1003,2,0.7521128616760768,0.7230978681396768,0.18854162744245928,0.9808097218618438
1003,3,0.34043719950408013,0.5975405884981562,0.4522716990926875,0.04771106314006501
1003,4,0.9705771125120725,0.7067041404667089,0.7541587340674792,0.9488619428528919
1003,5,0.21703473546567242,0.14070030939509937,0.935835085816144,0.25541636824506286
1003,6,0.7071974956272638,0.8628907711700844,0.22066675583139628,0.6596916293075733
1003,7,0.3895257185114104,0.1147605781444323,0.9636865102913383,0.0454928245562678
1003,8,0.5355834505973794,0.5280202273126233,0.9838417200744142,0.030869944705638974
1003,9,0.8298203543403415,0.10937753124056437,0.9723588996476001,0.3497865904411225
1003,10,0.9701135091801595,0.711369866900379,0.40423100265815637,0.6614269054787033
1003,11,0.08498839038614125,0.8375095237523639,0.5064271470450507,0.5445659553877337
1003,12,0.47741166578345606,0.7164335060813415,0.15964504427817816,0.34024222315022057
1003,13,0.5066277282471301,0.13504082128158024,0.5841426708318981,0.8250856657687998
