Experiment,Egg_ID,pX,pY,tX,tY
1000,0,0.5213857379750627,0.6038418470063296,0.01022172144268807,0.22364796571755663
1000,1,0.47094179732225394,0.20324794254467882,0.27555198093363475,0.7817027280378716
1000,2,0.5287590256200526,0.19103628008078877,0.9425944220059536,0.8233840792601502
1000,3,0.2815455986418517,0.753681552191594,0.46755452316270796,0.27559428297684774
1000,4,0.5516717767312141,0.8637220757083885,0.3248314181428136,0.6210146986891505
1000,5,0.8053722209059218,0.24837266320613882,0.5099477065040474,0.7426683681460846
1000,6,0.18985741208154028,0.9839955818921721,0.4055137639907114,0.12776997155833547
1000,7,0.669997165946232,0.2803828299787884,0.9808654406938512,0.7883875884690332
1000,8,0.20391323427420127,0.6250646854524542,0.6173557228362281,0.6776184615446622
1000,9,0.6526043158620559,0.8988075287484649,0.9154262123186405,0.10465876896412663
1000,10,0.974763780707167,0.15393236950220446,0.042952999359159416,0.5832303794801006
1000,11,0.6990892753701047,0.44724144689102074,0.7934380307363174,0.15661366020259793
1000,12,0.01751320910460452,0.29102490559414307,0.7517505096657727,0.012068965700046896
1000,13,0.3812366109308799,0.3210279121387014,0.35451971523544956,0.19826628544957736
1000,14,0.9425446680115734,0.7026669725351259,0.8784253173446672,0.6649633886397793
1000,15,0.1364503186469025,0.3432090734659071,0.7913694815097831,0.6894261213760352
1000,16,0.8119946025956372,0.1484940005253066,0.584729558716482,0.5640085366944387
1000,17,0.05932569150816602,0.31441663418966115,0.518139760942854,0.6892704144535182
1000,18,0.4201564531486972,0.8080177080661693,0.9643599651040986,0.5510870468977153
1000,19,0.009507586149987812,0.45408378825522866,0.5799511067925429,0.039912205919023336
1000,20,0.5586869855327257,0.002888633811329533,0.46530942036012113,0.9925898508222029
1000,21,0.2977575692859733,0.05379910883697381,0.24351977947335968,0.42471926558446305
1000,22,0.5676687538421876,0.9405581496364512,0.7953520428077093,0.046139412717634776
1000,23,0.7242737167653064,0.85637808998257,0.14474269144264573,0.4639031629255591
1000,24,0.5443156497493541,0.37965068970017857,0.03768464381039416,0.6827941104427688
1000,25,0.6044247282655253,0.7346039924282802,0.8672692239344574,0.9838519154588554
1000,26,0.9884081234082996,0.892240908774465,0.6149423531699374,0.2474991934956149
1000,27,0.5196417809777079,0.20820683854727529,0.532529115953761,0.13086057519518346
1000,28,0.2989405121930696,0.8355254093543386,0.7768290167460172,0.6181501803020496
1000,29,0.18450649293163557,0.18375199251705476,0.4589491880322156,0.9809463346960712
1000,30,0.23502814077227874,0.6581885823038478,0.163642484438843,0.2541976966849201
1000,31,0.5167310218031672,0.8238572345764841,0.11886679409711742,0.6461350313333689
1000,32,0.18965801180804032,0.9804795529847606,0.19743465503096236,0.12719663972860318
1000,33,0.3928450414308664,0.4534532840537987,0.8340435549309251,0.03309266848365844
1000,34,0.27428462096838424,0.32276649742910524,0.5300359360609906,0.7615771158148973
1000,35,0.6274170454901565,0.4313652482907151,0.6417417288632006,0.7449878294133678
1000,36,0.07660225369772666,0.09861362276386954,0.06062978266361896,0.6334527045030072
1000,37,0.06647744279928314,0.7077515031149306,0.3721012423381448,0.09039984128358192
1000,38,0.908492039582783,0.40254213368354597,0.16522971736774206,0.2704661485106451
1000,39,0.5030642085647343,0.2418855864675593,0.3980389720722043,0.20028833394542134
1000,40,0.6987429937211708,0.8856936506916816,0.052525044695229006,0.8022727880069703
1000,41,0.9354232100742654,0.19316748797252337,0.3396005609941619,0.6281414875665227
1000,42,0.9590955489453454,0.6749936438453978,0.9062135769911461,0.87546039918584
1000,43,0.7407001850364473,0.434063633716972,0.3540401628647104,0.7626085929264935
1000,44,0.6199962558361036,0.529648912054982,0.07080404868229295,0.3790970178262555
